date,gwdepth_ft
2026-02-03 06:45:00+00:00,101.15
2026-02-03 06:30:00+00:00,101.14
2026-02-03 06:15:00+00:00,101.13
2026-02-03 06:00:00+00:00,101.12
2026-02-03 05:45:00+00:00,101.1
2026-02-03 05:30:00+00:00,101.09
2026-02-03 05:15:00+00:00,101.08
2026-02-03 05:00:00+00:00,101.07
2026-02-03 04:45:00+00:00,101.06
2026-02-03 04:30:00+00:00,101.04
2026-02-03 04:15:00+00:00,101.03
2026-02-03 04:00:00+00:00,101.02
2026-02-03 03:45:00+00:00,101.01
2026-02-03 03:30:00+00:00,100.99
2026-02-03 03:15:00+00:00,100.98
2026-02-03 03:00:00+00:00,100.97
2026-02-03 02:45:00+00:00,100.96
2026-02-03 02:30:00+00:00,100.95
2026-02-03 02:15:00+00:00,100.94
2026-02-03 02:00:00+00:00,100.93
2026-02-03 01:45:00+00:00,100.92
2026-02-03 01:30:00+00:00,100.91
2026-02-03 01:15:00+00:00,100.9
2026-02-03 01:00:00+00:00,100.89
2026-02-03 00:45:00+00:00,100.88
2026-02-03 00:30:00+00:00,100.87
2026-02-03 00:15:00+00:00,100.87
2026-02-03 00:00:00+00:00,100.86
2026-02-02 23:45:00+00:00,100.85
2026-02-02 23:30:00+00:00,100.85
2026-02-02 23:15:00+00:00,100.84
2026-02-02 23:00:00+00:00,100.84
2026-02-02 22:45:00+00:00,100.83
2026-02-02 22:30:00+00:00,100.83
2026-02-02 22:15:00+00:00,100.83
2026-02-02 22:00:00+00:00,100.82
2026-02-02 21:45:00+00:00,100.82
2026-02-02 21:30:00+00:00,100.82
2026-02-02 21:15:00+00:00,100.82
2026-02-02 21:00:00+00:00,100.81
2026-02-02 20:45:00+00:00,100.81
2026-02-02 20:30:00+00:00,100.81
2026-02-02 20:15:00+00:00,100.81
2026-02-02 20:00:00+00:00,100.81
2026-02-02 19:45:00+00:00,100.81
2026-02-02 19:30:00+00:00,100.81
2026-02-02 19:15:00+00:00,100.81
2026-02-02 19:00:00+00:00,100.81
2026-02-02 18:45:00+00:00,100.82
2026-02-02 18:30:00+00:00,100.82
2026-02-02 18:15:00+00:00,100.82
2026-02-02 18:00:00+00:00,100.82
2026-02-02 17:45:00+00:00,100.83
2026-02-02 17:30:00+00:00,100.83
2026-02-02 17:15:00+00:00,100.84
2026-02-02 17:00:00+00:00,100.84
2026-02-02 16:45:00+00:00,100.85
2026-02-02 16:30:00+00:00,100.86
2026-02-02 16:15:00+00:00,100.87
2026-02-02 16:00:00+00:00,100.87
2026-02-02 15:45:00+00:00,100.88
2026-02-02 15:30:00+00:00,100.89
2026-02-02 15:15:00+00:00,100.9
2026-02-02 15:00:00+00:00,100.91
2026-02-02 14:45:00+00:00,100.92
2026-02-02 14:30:00+00:00,100.94
2026-02-02 14:15:00+00:00,100.95
2026-02-02 14:00:00+00:00,100.96
2026-02-02 13:45:00+00:00,100.98
2026-02-02 13:30:00+00:00,101
2026-02-02 13:15:00+00:00,101.01
2026-02-02 13:00:00+00:00,101.04
2026-02-02 12:45:00+00:00,101.05
2026-02-02 12:30:00+00:00,101.07
2026-02-02 12:15:00+00:00,101.09
2026-02-02 12:00:00+00:00,101.12
2026-02-02 11:45:00+00:00,101.14
2026-02-02 11:30:00+00:00,101.16
2026-02-02 11:15:00+00:00,101.19
2026-02-02 11:00:00+00:00,101.21
2026-02-02 10:45:00+00:00,101.24
2026-02-02 10:30:00+00:00,101.26
2026-02-02 10:15:00+00:00,101.29
2026-02-02 10:00:00+00:00,101.32
2026-02-02 09:45:00+00:00,101.35
2026-02-02 09:30:00+00:00,101.38
2026-02-02 09:15:00+00:00,101.41
2026-02-02 09:00:00+00:00,101.44
2026-02-02 08:45:00+00:00,101.47
2026-02-02 08:30:00+00:00,101.5
2026-02-02 08:15:00+00:00,101.53
2026-02-02 08:00:00+00:00,101.56
2026-02-02 07:45:00+00:00,101.6
2026-02-02 07:30:00+00:00,101.63
2026-02-02 07:15:00+00:00,101.66
2026-02-02 07:00:00+00:00,101.69
2026-02-02 06:45:00+00:00,101.73
2026-02-02 06:30:00+00:00,101.76
2026-02-02 06:15:00+00:00,101.8
2026-02-02 06:00:00+00:00,101.83
2026-02-02 05:45:00+00:00,101.86
2026-02-02 05:30:00+00:00,101.9
2026-02-02 05:15:00+00:00,101.93
2026-02-02 05:00:00+00:00,101.97
2026-02-02 04:45:00+00:00,102
2026-02-02 04:30:00+00:00,102.04
2026-02-02 04:15:00+00:00,102.07
2026-02-02 04:00:00+00:00,102.1
2026-02-02 03:45:00+00:00,102.14
2026-02-02 03:30:00+00:00,102.17
2026-02-02 03:15:00+00:00,102.21
2026-02-02 03:00:00+00:00,102.24
2026-02-02 02:45:00+00:00,102.27
2026-02-02 02:30:00+00:00,102.31
2026-02-02 02:15:00+00:00,102.34
2026-02-02 02:00:00+00:00,102.37
2026-02-02 01:45:00+00:00,102.41
2026-02-02 01:30:00+00:00,102.44
2026-02-02 01:15:00+00:00,102.47
2026-02-02 01:00:00+00:00,102.51
2026-02-02 00:45:00+00:00,102.54
2026-02-02 00:30:00+00:00,102.57
2026-02-02 00:15:00+00:00,102.6
2026-02-02 00:00:00+00:00,102.64
2026-02-01 23:45:00+00:00,102.67
2026-02-01 23:30:00+00:00,102.7
2026-02-01 23:15:00+00:00,102.73
2026-02-01 23:00:00+00:00,102.77
2026-02-01 22:45:00+00:00,102.8
2026-02-01 22:30:00+00:00,102.83
2026-02-01 22:15:00+00:00,102.86
2026-02-01 22:00:00+00:00,102.9
2026-02-01 21:45:00+00:00,102.93
2026-02-01 21:30:00+00:00,102.96
2026-02-01 21:15:00+00:00,102.99
2026-02-01 21:00:00+00:00,103.03
2026-02-01 20:45:00+00:00,103.06
2026-02-01 20:30:00+00:00,103.09
2026-02-01 20:15:00+00:00,103.13
2026-02-01 20:00:00+00:00,103.16
2026-02-01 19:45:00+00:00,103.19
2026-02-01 19:30:00+00:00,103.23
2026-02-01 19:15:00+00:00,103.26
2026-02-01 19:00:00+00:00,103.29
2026-02-01 18:45:00+00:00,103.32
2026-02-01 18:30:00+00:00,103.35
2026-02-01 18:15:00+00:00,103.39
2026-02-01 18:00:00+00:00,103.42
2026-02-01 17:45:00+00:00,103.45
2026-02-01 17:30:00+00:00,103.48
2026-02-01 17:15:00+00:00,103.51
2026-02-01 17:00:00+00:00,103.54
2026-02-01 16:45:00+00:00,103.57
2026-02-01 16:30:00+00:00,103.6
2026-02-01 16:15:00+00:00,103.63
2026-02-01 16:00:00+00:00,103.66
2026-02-01 15:45:00+00:00,103.69
2026-02-01 15:30:00+00:00,103.72
2026-02-01 15:15:00+00:00,103.75
2026-02-01 15:00:00+00:00,103.78
2026-02-01 14:45:00+00:00,103.81
2026-02-01 14:30:00+00:00,103.83
2026-02-01 14:15:00+00:00,103.86
2026-02-01 14:00:00+00:00,103.89
2026-02-01 13:45:00+00:00,103.92
2026-02-01 13:30:00+00:00,103.95
2026-02-01 13:15:00+00:00,103.97
2026-02-01 13:00:00+00:00,104.01
2026-02-01 12:45:00+00:00,104.03
2026-02-01 12:30:00+00:00,104.06
2026-02-01 12:15:00+00:00,104.09
2026-02-01 12:00:00+00:00,104.11
2026-02-01 11:45:00+00:00,104.14
2026-02-01 11:30:00+00:00,104.17
2026-02-01 11:15:00+00:00,104.2
2026-02-01 11:00:00+00:00,104.22
2026-02-01 10:45:00+00:00,104.25
2026-02-01 10:30:00+00:00,104.28
2026-02-01 10:15:00+00:00,104.3
2026-02-01 10:00:00+00:00,104.32
2026-02-01 09:45:00+00:00,104.35
2026-02-01 09:30:00+00:00,104.37
2026-02-01 09:15:00+00:00,104.39
2026-02-01 09:00:00+00:00,104.41
2026-02-01 08:45:00+00:00,104.43
2026-02-01 08:30:00+00:00,104.45
2026-02-01 08:15:00+00:00,104.47
2026-02-01 08:00:00+00:00,104.49
2026-02-01 07:45:00+00:00,104.51
2026-02-01 07:30:00+00:00,104.52
2026-02-01 07:15:00+00:00,104.54
2026-02-01 07:00:00+00:00,104.56
2026-02-01 06:45:00+00:00,104.58
2026-02-01 06:30:00+00:00,104.59
2026-02-01 06:15:00+00:00,104.6
2026-02-01 06:00:00+00:00,104.62
2026-02-01 05:45:00+00:00,104.62
2026-02-01 05:30:00+00:00,104.63
2026-02-01 05:15:00+00:00,104.63
2026-02-01 05:00:00+00:00,104.64
2026-02-01 04:45:00+00:00,104.64
2026-02-01 04:30:00+00:00,104.64
2026-02-01 04:15:00+00:00,104.64
2026-02-01 04:00:00+00:00,104.64
2026-02-01 03:45:00+00:00,104.65
2026-02-01 03:30:00+00:00,104.64
2026-02-01 03:15:00+00:00,104.65
2026-02-01 03:00:00+00:00,104.64
2026-02-01 02:45:00+00:00,104.64
2026-02-01 02:30:00+00:00,104.64
2026-02-01 02:15:00+00:00,104.64
2026-02-01 02:00:00+00:00,104.64
2026-02-01 01:45:00+00:00,104.64
2026-02-01 01:30:00+00:00,104.63
2026-02-01 01:15:00+00:00,104.63
2026-02-01 01:00:00+00:00,104.63
2026-02-01 00:45:00+00:00,104.62
2026-02-01 00:30:00+00:00,104.62
2026-02-01 00:15:00+00:00,104.61
2026-02-01 00:00:00+00:00,104.61
2026-01-31 23:45:00+00:00,104.61
2026-01-31 23:30:00+00:00,104.6
2026-01-31 23:15:00+00:00,104.59
2026-01-31 23:00:00+00:00,104.59
2026-01-31 22:45:00+00:00,104.58
2026-01-31 22:30:00+00:00,104.58
2026-01-31 22:15:00+00:00,104.57
2026-01-31 22:00:00+00:00,104.57
2026-01-31 21:45:00+00:00,104.56
2026-01-31 21:30:00+00:00,104.56
2026-01-31 21:15:00+00:00,104.55
2026-01-31 21:00:00+00:00,104.55
2026-01-31 20:45:00+00:00,104.54
2026-01-31 20:30:00+00:00,104.53
2026-01-31 20:15:00+00:00,104.53
2026-01-31 20:00:00+00:00,104.52
2026-01-31 19:45:00+00:00,104.51
2026-01-31 19:30:00+00:00,104.51
2026-01-31 19:15:00+00:00,104.5
2026-01-31 19:00:00+00:00,104.49
2026-01-31 18:45:00+00:00,104.49
2026-01-31 18:30:00+00:00,104.48
2026-01-31 18:15:00+00:00,104.48
2026-01-31 18:00:00+00:00,104.47
2026-01-31 17:45:00+00:00,104.46
2026-01-31 17:30:00+00:00,104.46
2026-01-31 17:15:00+00:00,104.45
2026-01-31 17:00:00+00:00,104.44
2026-01-31 16:45:00+00:00,104.44
2026-01-31 16:30:00+00:00,104.43
2026-01-31 16:15:00+00:00,104.42
2026-01-31 16:00:00+00:00,104.42
2026-01-31 15:45:00+00:00,104.41
2026-01-31 15:30:00+00:00,104.4
2026-01-31 15:15:00+00:00,104.39
2026-01-31 15:00:00+00:00,104.38
2026-01-31 14:45:00+00:00,104.37
2026-01-31 14:30:00+00:00,104.37
2026-01-31 14:15:00+00:00,104.36
2026-01-31 14:00:00+00:00,104.35
2026-01-31 13:45:00+00:00,104.34
2026-01-31 13:30:00+00:00,104.34
2026-01-31 13:15:00+00:00,104.33
2026-01-31 13:00:00+00:00,104.32
2026-01-31 12:45:00+00:00,104.31
2026-01-31 12:30:00+00:00,104.31
2026-01-31 12:15:00+00:00,104.3
2026-01-31 12:00:00+00:00,104.29
2026-01-31 11:45:00+00:00,104.28
2026-01-31 11:30:00+00:00,104.28
2026-01-31 11:15:00+00:00,104.27
2026-01-31 11:00:00+00:00,104.26
2026-01-31 10:45:00+00:00,104.25
2026-01-31 10:30:00+00:00,104.25
2026-01-31 10:15:00+00:00,104.24
2026-01-31 10:00:00+00:00,104.23
2026-01-31 09:45:00+00:00,104.22
2026-01-31 09:30:00+00:00,104.21
2026-01-31 09:15:00+00:00,104.21
2026-01-31 09:00:00+00:00,104.2
2026-01-31 08:45:00+00:00,104.19
2026-01-31 08:30:00+00:00,104.19
2026-01-31 08:15:00+00:00,104.18
2026-01-31 08:00:00+00:00,104.17
2026-01-31 07:45:00+00:00,104.16
2026-01-31 07:30:00+00:00,104.15
2026-01-31 07:15:00+00:00,104.15
2026-01-31 07:00:00+00:00,104.14
2026-01-31 06:45:00+00:00,104.13
2026-01-31 06:30:00+00:00,104.12
2026-01-31 06:15:00+00:00,104.11
2026-01-31 06:00:00+00:00,104.1
2026-01-31 05:45:00+00:00,104.09
2026-01-31 05:30:00+00:00,104.08
2026-01-31 05:15:00+00:00,104.07
2026-01-31 05:00:00+00:00,104.06
2026-01-31 04:45:00+00:00,104.05
2026-01-31 04:30:00+00:00,104.04
2026-01-31 04:15:00+00:00,104.04
2026-01-31 04:00:00+00:00,104.02
2026-01-31 03:45:00+00:00,104.01
2026-01-31 03:30:00+00:00,104
2026-01-31 03:15:00+00:00,103.99
2026-01-31 03:00:00+00:00,103.98
2026-01-31 02:45:00+00:00,103.97
2026-01-31 02:30:00+00:00,103.96
2026-01-31 02:15:00+00:00,103.95
2026-01-31 02:00:00+00:00,103.94
2026-01-31 01:45:00+00:00,103.93
2026-01-31 01:30:00+00:00,103.92
2026-01-31 01:15:00+00:00,103.91
2026-01-31 01:00:00+00:00,103.9
2026-01-31 00:45:00+00:00,103.89
2026-01-31 00:30:00+00:00,103.88
2026-01-31 00:15:00+00:00,103.87
2026-01-31 00:00:00+00:00,103.86
2026-01-30 23:45:00+00:00,103.85
2026-01-30 23:30:00+00:00,103.84
2026-01-30 23:15:00+00:00,103.83
2026-01-30 23:00:00+00:00,103.82
2026-01-30 22:45:00+00:00,103.81
2026-01-30 22:30:00+00:00,103.8
2026-01-30 22:15:00+00:00,103.79
2026-01-30 22:00:00+00:00,103.78
2026-01-30 21:45:00+00:00,103.77
2026-01-30 21:30:00+00:00,103.76
2026-01-30 21:15:00+00:00,103.75
2026-01-30 21:00:00+00:00,103.74
2026-01-30 20:45:00+00:00,103.73
2026-01-30 20:30:00+00:00,103.72
2026-01-30 20:15:00+00:00,103.72
2026-01-30 20:00:00+00:00,103.71
2026-01-30 19:45:00+00:00,103.7
2026-01-30 19:30:00+00:00,103.69
2026-01-30 19:15:00+00:00,103.68
2026-01-30 19:00:00+00:00,103.67
2026-01-30 18:45:00+00:00,103.66
2026-01-30 18:30:00+00:00,103.65
2026-01-30 18:15:00+00:00,103.64
2026-01-30 18:00:00+00:00,103.63
2026-01-30 17:45:00+00:00,103.62
2026-01-30 17:30:00+00:00,103.61
2026-01-30 17:15:00+00:00,103.61
2026-01-30 17:00:00+00:00,103.6
2026-01-30 16:45:00+00:00,103.59
2026-01-30 16:30:00+00:00,103.58
2026-01-30 16:15:00+00:00,103.57
2026-01-30 16:00:00+00:00,103.56
2026-01-30 15:45:00+00:00,103.55
2026-01-30 15:30:00+00:00,103.54
2026-01-30 15:15:00+00:00,103.53
2026-01-30 15:00:00+00:00,103.52
2026-01-30 14:45:00+00:00,103.51
2026-01-30 14:30:00+00:00,103.5
2026-01-30 14:15:00+00:00,103.49
2026-01-30 14:00:00+00:00,103.48
2026-01-30 13:45:00+00:00,103.46
2026-01-30 13:30:00+00:00,103.45
2026-01-30 13:15:00+00:00,103.44
2026-01-30 13:00:00+00:00,103.43
2026-01-30 12:45:00+00:00,103.42
2026-01-30 12:30:00+00:00,103.41
2026-01-30 12:15:00+00:00,103.4
2026-01-30 12:00:00+00:00,103.39
2026-01-30 11:45:00+00:00,103.38
2026-01-30 11:30:00+00:00,103.37
2026-01-30 11:15:00+00:00,103.36
2026-01-30 11:00:00+00:00,103.35
2026-01-30 10:45:00+00:00,103.34
2026-01-30 10:30:00+00:00,103.33
2026-01-30 10:15:00+00:00,103.32
2026-01-30 10:00:00+00:00,103.31
2026-01-30 09:45:00+00:00,103.3
2026-01-30 09:30:00+00:00,103.29
2026-01-30 09:15:00+00:00,103.28
2026-01-30 09:00:00+00:00,103.27
2026-01-30 08:45:00+00:00,103.26
2026-01-30 08:30:00+00:00,103.25
2026-01-30 08:15:00+00:00,103.24
2026-01-30 08:00:00+00:00,103.23
2026-01-30 07:45:00+00:00,103.22
2026-01-30 07:30:00+00:00,103.21
2026-01-30 07:15:00+00:00,103.2
2026-01-30 07:00:00+00:00,103.19
2026-01-30 06:45:00+00:00,103.18
2026-01-30 06:30:00+00:00,103.17
2026-01-30 06:15:00+00:00,103.16
2026-01-30 06:00:00+00:00,103.15
2026-01-30 05:45:00+00:00,103.14
2026-01-30 05:30:00+00:00,103.12
2026-01-30 05:15:00+00:00,103.11
2026-01-30 05:00:00+00:00,103.1
2026-01-30 04:45:00+00:00,103.09
2026-01-30 04:30:00+00:00,103.08
2026-01-30 04:15:00+00:00,103.07
2026-01-30 04:00:00+00:00,103.06
2026-01-30 03:45:00+00:00,103.05
2026-01-30 03:30:00+00:00,103.03
2026-01-30 03:15:00+00:00,103.02
2026-01-30 03:00:00+00:00,103.01
2026-01-30 02:45:00+00:00,103
2026-01-30 02:30:00+00:00,102.99
2026-01-30 02:15:00+00:00,102.97
2026-01-30 02:00:00+00:00,102.96
2026-01-30 01:45:00+00:00,102.95
2026-01-30 01:30:00+00:00,102.93
2026-01-30 01:15:00+00:00,102.92
2026-01-30 01:00:00+00:00,102.91
2026-01-30 00:45:00+00:00,102.9
2026-01-30 00:30:00+00:00,102.88
2026-01-30 00:15:00+00:00,102.87
2026-01-30 00:00:00+00:00,102.86
2026-01-29 23:45:00+00:00,102.85
2026-01-29 23:30:00+00:00,102.83
2026-01-29 23:15:00+00:00,102.82
2026-01-29 23:00:00+00:00,102.81
2026-01-29 22:45:00+00:00,102.8
2026-01-29 22:30:00+00:00,102.78
2026-01-29 22:15:00+00:00,102.77
2026-01-29 22:00:00+00:00,102.76
2026-01-29 21:45:00+00:00,102.75
2026-01-29 21:30:00+00:00,102.74
2026-01-29 21:15:00+00:00,102.72
2026-01-29 21:00:00+00:00,102.71
2026-01-29 20:45:00+00:00,102.7
2026-01-29 20:30:00+00:00,102.69
2026-01-29 20:15:00+00:00,102.68
2026-01-29 20:00:00+00:00,102.66
2026-01-29 19:45:00+00:00,102.65
2026-01-29 19:30:00+00:00,102.64
2026-01-29 19:15:00+00:00,102.63
2026-01-29 19:00:00+00:00,102.62
2026-01-29 18:45:00+00:00,102.6
2026-01-29 18:30:00+00:00,102.59
2026-01-29 18:15:00+00:00,102.58
2026-01-29 18:00:00+00:00,102.57
2026-01-29 17:45:00+00:00,102.56
2026-01-29 17:30:00+00:00,102.55
2026-01-29 17:15:00+00:00,102.54
2026-01-29 17:00:00+00:00,102.52
2026-01-29 16:45:00+00:00,102.51
2026-01-29 16:30:00+00:00,102.5
2026-01-29 16:15:00+00:00,102.49
2026-01-29 16:00:00+00:00,102.47
2026-01-29 15:45:00+00:00,102.46
2026-01-29 15:30:00+00:00,102.45
2026-01-29 15:15:00+00:00,102.43
2026-01-29 15:00:00+00:00,102.42
2026-01-29 14:45:00+00:00,102.41
2026-01-29 14:30:00+00:00,102.39
2026-01-29 14:15:00+00:00,102.38
2026-01-29 14:00:00+00:00,102.37
2026-01-29 13:45:00+00:00,102.35
2026-01-29 13:30:00+00:00,102.34
2026-01-29 13:15:00+00:00,102.33
2026-01-29 13:00:00+00:00,102.31
2026-01-29 12:45:00+00:00,102.3
2026-01-29 12:30:00+00:00,102.29
2026-01-29 12:15:00+00:00,102.27
2026-01-29 12:00:00+00:00,102.26
2026-01-29 11:45:00+00:00,102.24
2026-01-29 11:30:00+00:00,102.23
2026-01-29 11:15:00+00:00,102.22
2026-01-29 11:00:00+00:00,102.2
2026-01-29 10:45:00+00:00,102.19
2026-01-29 10:30:00+00:00,102.18
2026-01-29 10:15:00+00:00,102.16
2026-01-29 10:00:00+00:00,102.15
2026-01-29 09:45:00+00:00,102.14
2026-01-29 09:30:00+00:00,102.12
2026-01-29 09:15:00+00:00,102.11
2026-01-29 09:00:00+00:00,102.09
2026-01-29 08:45:00+00:00,102.08
2026-01-29 08:30:00+00:00,102.07
2026-01-29 08:15:00+00:00,102.05
2026-01-29 08:00:00+00:00,102.04
2026-01-29 07:45:00+00:00,102.03
2026-01-29 07:30:00+00:00,102.01
2026-01-29 07:15:00+00:00,102
2026-01-29 07:00:00+00:00,101.98
2026-01-29 06:45:00+00:00,101.97
2026-01-29 06:30:00+00:00,101.96
2026-01-29 06:15:00+00:00,101.94
2026-01-29 06:00:00+00:00,101.93
2026-01-29 05:45:00+00:00,101.91
2026-01-29 05:30:00+00:00,101.9
2026-01-29 05:15:00+00:00,101.89
2026-01-29 05:00:00+00:00,101.87
2026-01-29 04:45:00+00:00,101.86
2026-01-29 04:30:00+00:00,101.84
2026-01-29 04:15:00+00:00,101.83
2026-01-29 04:00:00+00:00,101.81
2026-01-29 03:45:00+00:00,101.8
2026-01-29 03:30:00+00:00,101.79
2026-01-29 03:15:00+00:00,101.77
2026-01-29 03:00:00+00:00,101.76
2026-01-29 02:45:00+00:00,101.74
2026-01-29 02:30:00+00:00,101.73
2026-01-29 02:15:00+00:00,101.71
2026-01-29 02:00:00+00:00,101.7
2026-01-29 01:45:00+00:00,101.68
2026-01-29 01:30:00+00:00,101.67
2026-01-29 01:15:00+00:00,101.65
2026-01-29 01:00:00+00:00,101.64
2026-01-29 00:45:00+00:00,101.62
2026-01-29 00:30:00+00:00,101.61
2026-01-29 00:15:00+00:00,101.59
2026-01-29 00:00:00+00:00,101.58
2026-01-28 23:45:00+00:00,101.56
2026-01-28 23:30:00+00:00,101.55
2026-01-28 23:15:00+00:00,101.53
2026-01-28 23:00:00+00:00,101.52
2026-01-28 22:45:00+00:00,101.5
2026-01-28 22:30:00+00:00,101.49
2026-01-28 22:15:00+00:00,101.47
2026-01-28 22:00:00+00:00,101.46
2026-01-28 21:45:00+00:00,101.44
2026-01-28 21:30:00+00:00,101.43
2026-01-28 21:15:00+00:00,101.41
2026-01-28 21:00:00+00:00,101.4
2026-01-28 20:45:00+00:00,101.38
2026-01-28 20:30:00+00:00,101.37
2026-01-28 20:15:00+00:00,101.35
2026-01-28 20:00:00+00:00,101.34
2026-01-28 19:45:00+00:00,101.32
2026-01-28 19:30:00+00:00,101.31
2026-01-28 19:15:00+00:00,101.3
2026-01-28 19:00:00+00:00,101.28
2026-01-28 18:45:00+00:00,101.27
2026-01-28 18:30:00+00:00,101.25
2026-01-28 18:15:00+00:00,101.24
2026-01-28 18:00:00+00:00,101.23
2026-01-28 17:45:00+00:00,101.21
2026-01-28 17:30:00+00:00,101.2
2026-01-28 17:15:00+00:00,101.18
2026-01-28 17:00:00+00:00,101.17
2026-01-28 16:45:00+00:00,101.15
2026-01-28 16:30:00+00:00,101.14
2026-01-28 16:15:00+00:00,101.12
2026-01-28 16:00:00+00:00,101.11
2026-01-28 15:45:00+00:00,101.09
2026-01-28 15:30:00+00:00,101.08
2026-01-28 15:15:00+00:00,101.06
2026-01-28 15:00:00+00:00,101.04
2026-01-28 14:45:00+00:00,101.03
2026-01-28 14:30:00+00:00,101.01
2026-01-28 14:15:00+00:00,100.99
2026-01-28 14:00:00+00:00,100.97
2026-01-28 13:45:00+00:00,100.96
2026-01-28 13:30:00+00:00,100.94
2026-01-28 13:15:00+00:00,100.92
2026-01-28 13:00:00+00:00,100.91
2026-01-28 12:45:00+00:00,100.89
2026-01-28 12:30:00+00:00,100.87
2026-01-28 12:15:00+00:00,100.85
2026-01-28 12:00:00+00:00,100.84
2026-01-28 11:45:00+00:00,100.82
2026-01-28 11:30:00+00:00,100.8
2026-01-28 11:15:00+00:00,100.78
2026-01-28 11:00:00+00:00,100.76
2026-01-28 10:45:00+00:00,100.75
2026-01-28 10:30:00+00:00,100.73
2026-01-28 10:15:00+00:00,100.71
2026-01-28 10:00:00+00:00,100.69
2026-01-28 09:45:00+00:00,100.67
2026-01-28 09:30:00+00:00,100.65
2026-01-28 09:15:00+00:00,100.64
2026-01-28 09:00:00+00:00,100.62
2026-01-28 08:45:00+00:00,100.6
2026-01-28 08:30:00+00:00,100.58
2026-01-28 08:15:00+00:00,100.56
2026-01-28 08:00:00+00:00,100.54
2026-01-28 07:45:00+00:00,100.52
2026-01-28 07:30:00+00:00,100.51
2026-01-28 07:15:00+00:00,100.49
2026-01-28 07:00:00+00:00,100.47
2026-01-28 06:45:00+00:00,100.45
2026-01-28 06:30:00+00:00,100.43
2026-01-28 06:15:00+00:00,100.41
2026-01-28 06:00:00+00:00,100.39
2026-01-28 05:45:00+00:00,100.37
2026-01-28 05:30:00+00:00,100.35
2026-01-28 05:15:00+00:00,100.33
2026-01-28 05:00:00+00:00,100.31
2026-01-28 04:45:00+00:00,100.29
2026-01-28 04:30:00+00:00,100.26
2026-01-28 04:15:00+00:00,100.24
2026-01-28 04:00:00+00:00,100.22
2026-01-28 03:45:00+00:00,100.2
2026-01-28 03:30:00+00:00,100.18
2026-01-28 03:15:00+00:00,100.16
2026-01-28 03:00:00+00:00,100.14
2026-01-28 02:45:00+00:00,100.12
2026-01-28 02:30:00+00:00,100.1
2026-01-28 02:15:00+00:00,100.08
2026-01-28 02:00:00+00:00,100.06
2026-01-28 01:45:00+00:00,100.04
2026-01-28 01:30:00+00:00,100.02
2026-01-28 01:15:00+00:00,100
2026-01-28 01:00:00+00:00,99.98
2026-01-28 00:45:00+00:00,99.96
2026-01-28 00:30:00+00:00,99.94
2026-01-28 00:15:00+00:00,99.92
2026-01-28 00:00:00+00:00,99.89
2026-01-27 23:45:00+00:00,99.87
2026-01-27 23:30:00+00:00,99.85
2026-01-27 23:15:00+00:00,99.83
2026-01-27 23:00:00+00:00,99.81
2026-01-27 22:45:00+00:00,99.79
2026-01-27 22:30:00+00:00,99.77
2026-01-27 22:15:00+00:00,99.75
2026-01-27 22:00:00+00:00,99.72
2026-01-27 21:45:00+00:00,99.7
2026-01-27 21:30:00+00:00,99.68
2026-01-27 21:15:00+00:00,99.66
2026-01-27 21:00:00+00:00,99.64
2026-01-27 20:45:00+00:00,99.62
2026-01-27 20:30:00+00:00,99.6
2026-01-27 20:15:00+00:00,99.58
2026-01-27 20:00:00+00:00,99.56
2026-01-27 19:45:00+00:00,99.54
2026-01-27 19:30:00+00:00,99.51
2026-01-27 19:15:00+00:00,99.5
2026-01-27 19:00:00+00:00,99.47
2026-01-27 18:45:00+00:00,99.45
2026-01-27 18:30:00+00:00,99.43
2026-01-27 18:15:00+00:00,99.41
2026-01-27 18:00:00+00:00,99.39
2026-01-27 17:45:00+00:00,99.37
2026-01-27 17:30:00+00:00,99.35
2026-01-27 17:15:00+00:00,99.33
2026-01-27 17:00:00+00:00,99.31
2026-01-27 16:45:00+00:00,99.28
2026-01-27 16:30:00+00:00,99.26
2026-01-27 16:15:00+00:00,99.24
2026-01-27 16:00:00+00:00,99.22
2026-01-27 15:45:00+00:00,99.19
2026-01-27 15:30:00+00:00,99.17
2026-01-27 15:15:00+00:00,99.15
2026-01-27 15:00:00+00:00,99.12
2026-01-27 14:45:00+00:00,99.1
2026-01-27 14:30:00+00:00,99.08
2026-01-27 14:15:00+00:00,99.05
2026-01-27 14:00:00+00:00,99.03
2026-01-27 13:45:00+00:00,99
2026-01-27 13:30:00+00:00,98.98
2026-01-27 13:15:00+00:00,98.95
2026-01-27 13:00:00+00:00,98.93
2026-01-27 12:45:00+00:00,98.9
2026-01-27 12:30:00+00:00,98.87
2026-01-27 12:15:00+00:00,98.85
2026-01-27 12:00:00+00:00,98.82
2026-01-27 11:45:00+00:00,98.8
2026-01-27 11:30:00+00:00,98.77
2026-01-27 11:15:00+00:00,98.74
2026-01-27 11:00:00+00:00,98.71
2026-01-27 10:45:00+00:00,98.69
2026-01-27 10:30:00+00:00,98.66
2026-01-27 10:15:00+00:00,98.63
2026-01-27 10:00:00+00:00,98.6
2026-01-27 09:45:00+00:00,98.58
2026-01-27 09:30:00+00:00,98.55
2026-01-27 09:15:00+00:00,98.52
2026-01-27 09:00:00+00:00,98.49
2026-01-27 08:45:00+00:00,98.46
2026-01-27 08:30:00+00:00,98.43
