Date,Actual
2007-10-31,87.71010416666667
2007-11-01,89.53604166666666
2007-11-02,90.97885416666666
2007-11-03,91.084375
2007-11-04,89.0628125
2007-11-05,86.8959375
2007-11-06,87.87802083333334
2007-11-07,89.24062500000001
2007-11-08,90.30041666666666
2007-11-09,91.23833333333332
2007-11-10,91.175625
2007-11-11,89.04927083333332
2007-11-12,87.0790625
2007-11-13,87.69895833333334
2007-11-14,89.10916666666667
2007-11-15,90.62197916666666
2007-11-16,91.3275
2007-11-17,89.75583333333333
2007-11-18,87.30385416666667
2007-11-19,85.2740625
2007-11-20,86.17697916666667
2007-11-21,87.7396875
2007-11-22,88.37645833333333
2007-11-23,87.1284375
2007-11-24,87.1171875
2007-11-25,85.12291666666667
2007-11-26,83.46374999999999
2007-11-27,85.21854166666667
2007-11-28,87.221875
2007-11-29,88.74925531914894
2007-11-30,90.05302083333333
2007-12-01,90.4565625
2007-12-02,90.39010416666667
2007-12-03,90.32364583333334
2007-12-04,90.2571875
2007-12-05,90.19072916666669
2007-12-06,90.12427083333334
2007-12-07,91.14729166666666
2007-12-08,91.31708333333334
2007-12-09,88.57572916666668
2007-12-10,86.15520833333333
2007-12-11,87.4875
2007-12-12,88.95177083333334
2007-12-13,90.07614583333331
2007-12-14,91.02385416666668
2007-12-15,91.12114583333332
2007-12-16,88.0465625
2007-12-17,86.31656249999999
2007-12-18,87.11625
2007-12-19,88.82947916666666
2007-12-20,90.22260416666668
2007-12-21,91.29625
2007-12-22,91.97270833333332
2007-12-23,91.495625
2007-12-24,88.55166666666666
2007-12-25,86.69760416666666
2007-12-26,84.973125
2007-12-27,86.22270833333333
2007-12-28,88.02749999999999
2007-12-29,89.36333333333333
2007-12-30,89.01895833333333
2007-12-31,88.91921875
2008-01-01,88.81947916666667
2008-01-02,88.71973958333334
2008-01-03,88.62
2008-01-04,88.52026041666667
2008-01-05,88.42052083333334
2008-01-06,87.34510416666666
2008-01-07,85.36447916666667
2008-01-08,86.37677083333334
2008-01-09,88.11375
2008-01-10,89.4496875
2008-01-11,90.32145833333334
2008-01-12,90.60364583333336
2008-01-13,88.00135416666666
2008-01-14,85.90770833333333
2008-01-15,87.50114583333334
2008-01-16,89.13145833333334
2008-01-17,90.07583333333334
2008-01-18,90.858125
2008-01-19,91.57114583333332
2008-01-20,91.03645833333331
2008-01-21,89.780625
2008-01-22,88.25583333333333
2008-01-23,89.31020833333334
2008-01-24,90.64083333333332
2008-01-25,91.97385416666668
2008-01-26,91.7865625
2008-01-27,88.55802083333333
2008-01-28,86.5909375
2008-01-29,87.76833333333333
2008-01-30,89.50802083333333
2008-01-31,91.05291666666666
2008-02-01,91.80552083333332
2008-02-02,92.20166666666668
2008-02-03,91.58208333333332
2008-02-04,89.66135416666667
2008-02-05,90.12208333333332
2008-02-06,91.4490625
2008-02-07,92.66927083333331
2008-02-08,93.6203125
2008-02-09,93.67416666666666
2008-02-10,90.25604166666666
2008-02-11,87.28791666666666
2008-02-12,87.94375000000001
2008-02-13,89.07604166666665
2008-02-14,90.16770833333334
2008-02-15,91.3678125
2008-02-16,91.77583333333332
2008-02-17,89.56239583333333
2008-02-18,87.27260416666667
2008-02-19,88.01979166666666
2008-02-20,89.22666666666667
2008-02-21,89.97927083333333
2008-02-22,90.9590625
2008-02-23,90.88958333333332
2008-02-24,88.17739583333334
2008-02-25,85.49302083333333
2008-02-26,83.9890625
2008-02-27,85.23854166666666
2008-02-28,87.24145833333334
2008-02-29,88.67604166666666
2008-03-01,89.8359375
2008-03-02,89.19489583333335
2008-03-03,86.49427083333335
