Well Name,r2,rmse,mae,nrmse,mape
capecharles,0.9942212086454235,0.06895091902145625,0.053497894083835276,0.018436074604667438,0.48874301289230837
withams,0.9911772296416207,0.06605225650200752,0.04219354968087005,0.018277853825230537,0.4562324849529361
churchneck,0.9822850523501357,0.1369184535382886,0.08600746394056348,0.022493277328488787,1.2239797502921812
greenbush,0.8099301723389625,1.6890935707744776,1.2134182764551211,0.07473107575483211,1.2519267922848238
